8,32,311.46,451.04,157.65,394.49,1,1,1
8,41,880.52,453.76,18.78,59.15,1,1,1
8,46,831.69,456.57,17.61,55.40,1,1,1
8,47,853.29,457.04,16.20,44.37,1,1,1
8,48,606.54,477.05,187.80,525.61,1,1,1
9,1,1581.38,441.30,29.55,90.28,1,1,1
9,2,1536.70,434.25,48.62,107.03,1,1,1
9,3,1483.25,464.40,101.57,191.10,1,1,1
9,5,1243.98,452.36,25.13,91.62,1,1,1
9,6,1000.56,455.06,46.07,133.71,1,1,1
9,7,1015.62,456.64,30.85,100.16,1,1,1
9,8,961.24,457.36,25.58,55.04,1,1,1
9,9,969.23,450.61,18.62,51.01,1,1,1
9,11,906.09,451.30,55.38,142.84,1,1,1
9,19,856.04,455.70,47.99,139.93,1,1,1
9,25,936.55,453.30,22.84,59.64,1,1,1
9,30,891.48,452.87,21.22,65.22,1,1,1
9,31,907.48,461.57,18.26,56.70,1,1,1
9,32,315.04,451.88,160.15,395.49,1,1,1
9,41,880.68,454.77,16.38,44.99,1,1,1
9,46,833.50,458.19,17.11,53.30,1,1,1
9,47,855.01,456.97,13.20,41.81,1,1,1
9,48,611.41,479.49,187.80,531.71,1,1,1
10,1,1584.00,441.33,33.78,92.44,1,1,1
10,2,1541.61,433.89,44.63,107.72,1,1,1
10,3,1493.10,463.22,96.55,193.10,1,1,1
10,5,1246.55,450.00,31.61,104.02,1,1,1
10,6,1004.42,455.31,46.90,134.07,1,1,1
10,7,1016.77,456.71,33.84,104.27,1,1,1
10,8,962.44,456.10,25.85,53.17,1,1,1
10,9,971.59,450.42,17.27,52.65,1,1,1
10,11,907.65,455.29,57.65,138.82,1,1,1
10,19,857.56,453.87,47.60,141.70,1,1,1
10,25,940.55,453.15,20.59,59.03,1,1,1
10,30,891.78,451.24,19.31,69.98,1,1,1
10,31,909.18,460.61,23.14,60.99,1,1,1
10,32,318.60,451.12,161.63,397.67,1,1,1
10,46,835.27,458.91,18.00,52.91,1,1,1
10,47,858.00,456.36,12.18,39.64,1,1,1
10,48,616.29,480.71,189.02,534.15,1,1,1
11,1,1589.60,441.90,33.03,87.16,1,1,1
11,2,1545.18,434.52,46.19,111.42,1,1,1
11,3,1489.22,463.47,105.39,191.02,1,1,1
11,5,1250.00,447.65,30.59,111.18,1,1,1
11,6,1006.03,456.28,49.25,134.17,1,1,1
11,8,968.98,456.15,21.39,54.55,1,1,1
11,9,972.68,449.27,20.00,56.59,1,1,1
11,11,909.59,452.03,57.56,143.91,1,1,1
11,19,864.21,451.29,44.65,144.28,1,1,1
11,25,941.59,450.76,22.32,66.36,1,1,1
11,30,894.61,452.35,21.57,68.52,1,1,1
11,31,913.04,461.04,18.26,59.83,1,1,1
11,32,324.74,454.64,161.86,397.94,1,1,1
11,46,838.88,459.02,17.10,52.46,1,1,1
11,47,858.31,454.33,14.99,46.37,1,1,1
11,48,619.95,481.93,192.68,540.24,1,1,1
12,1,1593.17,442.93,34.63,94.15,1,1,1
12,2,1547.80,433.66,50.73,109.27,1,1,1
12,3,1504.51,462.41,92.48,193.23,1,1,1
12,5,1252.80,453.27,30.37,107.48,1,1,1
12,6,1010.71,457.94,47.22,131.35,1,1,1
12,8,969.50,456.03,21.28,56.03,1,1,1
12,9,975.84,450.76,16.82,56.88,1,1,1
12,11,913.17,453.17,55.61,142.44,1,1,1
12,19,867.28,455.05,46.18,141.28,1,1,1
12,25,944.92,452.54,21.32,55.84,1,1,1
12,30,899.21,452.23,16.10,61.65,1,1,1
12,31,914.14,459.82,18.85,53.80,1,1,1
12,32,333.71,453.93,160.67,403.37,1,1,1
12,46,839.02,459.70,18.55,54.16,1,1,1
12,47,861.41,452.67,13.65,56.72,1,1,1
12,48,624.83,481.93,192.68,545.12,1,1,1
13,1,1598.93,442.25,34.22,86.10,1,1,1
13,2,1552.40,434.32,45.02,107.75,1,1,1
13,3,1512.66,462.66,88.61,193.67,1,1,1
13,5,1256.14,457.02,35.00,97.41,1,1,1
13,6,1013.11,457.28,48.06,133.98,1,1,1
13,8,972.87,455.06,19.84,57.49,1,1,1
13,9,975.63,451.02,22.08,55.08,1,1,1
13,11,918.24,454.12,54.12,142.35,1,1,1
13,19,869.64,454.66,48.18,142.91,1,1,1
13,25,943.45,453.76,24.23,55.99,1,1,1
13,30,899.04,453.73,18.55,69.22,1,1,1
13,31,916.44,459.85,20.84,63.29,1,1,1
13,32,338.54,458.33,158.33,403.12,1,1,1
13,46,842.49,457.79,17.56,55.24,1,1,1
13,47,862.04,456.09,16.15,55.24,1,1,1
13,48,633.37,484.37,195.12,547.56,1,1,1
14,1,1600.37,440.96,39.11,90.77,1,1,1
14,2,1556.83,433.95,45.02,107.75,1,1,1
14,3,1522.96,462.76,83.16,193.37,1,1,1
14,5,1258.16,444.90,30.31,103.43,1,1,1
14,6,1017.11,458.55,48.03,134.21,1,1,1
14,8,973.76,457.45,21.28,54.61,1,1,1
14,9,976.44,450.67,20.44,57.78,1,1,1
14,11,916.59,456.59,58.54,140.98,1,1,1
14,19,874.16,456.04,41.61,142.62,1,1,1
14,25,946.19,454.06,23.60,57.61,1,1,1
14,30,897.74,453.39,23.48,71.13,1,1,1
14,31,920.17,456.52,20.35,63.83,1,1,1
14,32,345.74,459.57,158.51,401.06,1,1,1
14,46,843.50,460.17,15.82,53.39,1,1,1
14,47,866.10,455.08,15.25,56.49,1,1,1
14,48,636.70,486.80,195.12,551.22,1,1,1
15,1,1603.69,440.59,39.85,94.46,1,1,1
15,2,1559.41,436.16,45.76,105.17,1,1,1
15,3,1538.53,463.76,69.27,183.03,1,1,1
15,5,1262.39,453.21,27.52,89.91,1,1,1
15,6,1016.48,455.68,49.43,135.23,1,1,1
15,8,974.15,457.56,19.51,54.15,1,1,1
15,9,976.88,450.42,18.94,57.94,1,1,1
15,11,920.49,457.56,57.56,139.51,1,1,1
15,19,871.12,458.29,51.87,140.11,1,1,1
15,25,944.89,455.11,25.78,51.56,1,1,1
15,30,900.92,455.66,18.01,60.51,1,1,1
15,31,921.02,460.97,16.17,55.20,1,1,1
15,32,348.96,462.99,160.49,402.47,1,1,1
15,41,884.27,455.81,16.48,51.69,1,1,1
15,46,843.44,458.10,16.71,55.53,1,1,1
15,47,865.30,460.93,12.85,50.64,1,1,1
15,48,643.12,488.02,196.34,554.88,1,1,1
16,1,1608.10,441.70,39.68,92.31,1,1,1
16,2,1563.56,435.63,44.53,106.88,1,1,1
16,3,1544.72,463.98,68.32,181.99,1,1,1
16,5,1263.35,454.04,28.57,98.14,1,1,1
16,6,1021.18,457.76,46.60,132.84,1,1,1
16,8,974.47,453.19,21.28,60.28,1,1,1
16,9,977.16,450.00,21.07,60.41,1,1,1
16,11,923.08,459.92,50.08,137.06,1,1,1
16,19,880.75,458.82,44.08,142.62,1,1,1
16,25,946.31,456.71,22.82,55.70,1,1,1
16,30,903.00,457.97,19.86,60.74,1,1,1
16,31,922.74,461.01,18.05,55.05,1,1,1
16,32,358.26,464.35,155.65,397.39,1,1,1
16,41,882.44,455.81,18.41,52.97,1,1,1
16,46,843.63,454.39,17.00,58.07,1,1,1
16,47,864.02,457.79,17.28,54.67,1,1,1
16,48,651.66,486.80,193.90,559.76,1,1,1
17,1,1611.44,440.59,38.01,90.04,1,1,1
17,2,1565.31,434.69,47.60,105.90,1,1,1
17,3,1552.55,461.73,62.24,175.51,1,1,1
17,5,1264.71,453.53,30.00,87.65,1,1,1
17,6,1021.94,457.65,50.51,138.27,1,1,1
17,7,1026.02,457.14,38.27,104.08,1,1,1
17,8,974.47,460.28,21.99,53.90,1,1,1
17,9,976.76,450.46,22.94,57.19,1,1,1
17,11,922.94,455.88,55.29,141.18,1,1,1
17,19,880.75,455.61,44.92,141.71,1,1,1
17,25,948.66,454.36,22.48,57.72,1,1,1
17,30,902.69,455.70,19.30,66.30,1,1,1
17,31,923.10,458.70,17.72,60.76,1,1,1
17,32,360.47,461.58,158.14,397.67,1,1,1
17,41,885.71,457.36,16.04,58.46,1,1,1
17,46,842.15,452.56,20.50,59.50,1,1,1
17,47,865.12,449.92,16.69,60.99,1,1,1
17,48,652.88,485.59,201.22,564.63,1,1,1
18,1,1614.02,440.59,39.85,95.94,1,1,1
18,2,1565.68,433.58,47.97,107.01,1,1,1
18,3,1552.53,460.76,64.56,188.61,1,1,1
18,5,1266.73,453.65,33.06,88.23,1,1,1
18,6,1022.11,456.46,50.68,137.07,1,1,1
18,7,1031.29,456.12,34.01,100.34,1,1,1
18,8,975.48,460.65,21.29,52.90,1,1,1
18,9,976.04,450.42,23.68,55.99,1,1,1
18,11,925.10,453.04,57.09,144.53,1,1,1
18,19,882.55,457.05,45.97,140.60,1,1,1
18,25,948.99,454.03,23.83,58.05,1,1,1
18,30,905.57,453.74,15.30,53.74,1,1,1
18,31,922.26,456.35,15.48,51.13,1,1,1
18,32,370.93,461.58,153.49,393.02,1,1,1
18,41,884.00,454.91,20.73,52.91,1,1,1
18,46,843.64,454.55,19.82,56.18,1,1,1
18,47,865.64,448.55,16.00,62.55,1,1,1
18,48,660.20,481.93,200.00,569.51,1,1,1
19,1,1620.00,442.44,38.05,99.51,1,1,1
19,2,1566.34,433.17,55.12,126.83,1,1,1
19,3,1557.43,460.81,65.54,193.92,1,1,1
19,5,1268.22,453.27,32.71,88.32,1,1,1
19,6,1024.64,456.43,51.43,135.71,1,1,1
19,7,1033.57,455.36,32.86,100.00,1,1,1
19,8,977.30,457.45,20.57,55.32,1,1,1
19,9,977.98,449.85,22.02,55.05,1,1,1
19,11,928.75,452.91,54.13,141.28,1,1,1
19,19,882.94,452.94,48.82,141.76,1,1,1
19,25,952.65,455.99,21.89,59.14,1,1,1
19,31,923.14,455.07,16.83,51.05,1,1,1
19,32,376.04,456.25,154.28,396.01,1,1,1
19,41,887.35,453.50,18.09,61.87,1,1,1
19,46,844.16,453.11,20.62,59.14,1,1,1
19,47,866.34,448.44,17.70,62.84,1,1,1
19,48,667.10,477.42,202.85,576.46,1,1,1
20,1,1623.90,440.00,36.59,83.90,1,1,1
20,2,1565.85,433.17,53.17,128.78,1,1,1
20,3,1554.05,460.81,72.97,198.65,1,1,1
20,5,1270.56,452.34,32.71,90.19,1,1,1
20,6,1027.06,452.55,52.55,142.75,1,1,1
20,7,1036.47,454.51,30.83,88.72,1,1,1
20,8,976.44,454.67,22.22,56.00,1,1,1
20,9,977.66,448.22,22.34,54.31,1,1,1
20,11,927.56,451.11,56.00,140.44,1,1,1
20,19,885.37,451.71,48.29,143.41,1,1,1
20,25,952.94,453.15,21.64,51.26,1,1,1
20,31,928.48,457.91,20.41,69.30,1,1,1
20,32,381.06,453.11,153.09,401.23,1,1,1
20,41,885.95,447.81,23.54,59.26,1,1,1
20,46,843.41,453.05,22.51,58.36,1,1,1
20,47,867.52,448.39,13.83,61.09,1,1,1
20,48,674.83,475.83,203.66,580.49,1,1,1
21,1,1628.44,441.33,32.89,83.11,1,1,1
21,2,1572.44,429.78,48.00,114.22,1,1,1
21,3,1563.86,455.94,64.36,181.68,1,1,1
21,5,1272.14,453.25,33.44,90.09,1,1,1
21,6,1032.59,453.76,50.14,140.95,1,1,1
21,7,1037.77,454.49,32.51,92.57,1,1,1
21,8,980.49,455.12,21.46,56.10,1,1,1
21,9,978.27,447.91,22.84,61.84,1,1,1
21,11,929.87,449.33,55.37,143.29,1,1,1
21,19,888.77,450.80,46.52,141.71,1,1,1
21,25,955.35,451.68,19.27,62.69,1,1,1
21,31,928.15,457.35,18.91,60.50,1,1,1
21,32,386.29,449.19,155.65,394.35,1,1,1
21,41,884.32,450.79,24.04,55.80,1,1,1
21,46,847.27,455.82,19.09,56.18,1,1,1
21,47,866.91,446.00,15.09,61.64,1,1,1
21,48,680.93,472.17,207.32,585.37,1,1,1
22,1,1633.78,440.00,31.56,80.00,1,1,1
22,2,1576.89,435.56,50.22,108.44,1,1,1
22,3,1572.84,459.26,61.73,176.54,1,1,1
22,5,1275.27,452.65,32.51,92.93,1,1,1
22,6,1032.09,451.16,53.49,144.19,1,1,1
22,7,1037.18,453.85,32.69,95.19,1,1,1
22,8,977.30,452.48,26.24,60.28,1,1,1
22,9,977.18,447.99,23.83,60.74,1,1,1
22,11,931.00,447.97,56.09,144.65,1,1,1
22,19,892.89,449.33,42.22,142.67,1,1,1
22,25,956.84,451.58,19.81,52.48,1,1,1
22,31,928.96,456.65,23.26,58.86,1,1,1
22,32,392.54,445.52,153.73,388.06,1,1,1
22,41,885.02,451.75,23.79,55.24,1,1,1
22,46,850.23,456.28,15.58,52.04,1,1,1
22,47,868.23,446.90,15.58,61.42,1,1,1
22,48,688.24,468.51,208.54,591.46,1,1,1
23,1,1636.89,439.11,32.44,84.89,1,1,1
23,3,1574.75,468.81,62.38,165.35,1,1,1
23,5,1276.90,452.76,34.46,86.50,1,1,1
23,6,1035.06,451.52,54.55,141.56,1,1,1
23,7,1037.58,453.94,33.94,98.79,1,1,1
23,8,978.06,452.90,26.45,58.06,1,1,1
23,9,979.11,448.19,22.56,63.51,1,1,1
23,11,932.79,447.37,57.09,144.53,1,1,1
23,19,892.44,449.78,47.56,141.33,1,1,1
23,25,959.39,452.03,17.51,53.55,1,1,1
23,31,932.17,454.26,22.61,70.09,1,1,1
23,32,401.92,444.23,149.04,386.54,1,1,1
23,41,887.31,450.00,20.30,55.08,1,1,1
23,46,849.40,455.36,17.86,52.08,1,1,1
23,47,868.75,446.73,16.52,61.31,1,1,1
23,48,696.78,468.51,210.98,592.68,1,1,1
24,1,1639.56,440.00,36.00,79.56,1,1,1
24,3,1580.25,470.99,63.58,161.11,1,1,1
24,5,1279.86,451.94,33.22,85.51,1,1,1
24,6,1037.40,451.97,55.51,138.98,1,1,1
24,7,1040.06,454.13,35.17,99.69,1,1,1
24,8,977.42,452.90,28.39,59.35,1,1,1
24,9,977.86,447.60,26.20,64.94,1,1,1
24,11,937.64,446.86,53.87,144.28,1,1,1
24,15,1331.15,446.72,42.36,126.79,1,1,1
24,19,897.79,450.18,45.02,141.33,1,1,1
24,25,961.42,450.76,15.99,45.94,1,1,1
24,30,897.90,452.39,24.86,66.92,1,1,1
24,31,934.61,453.54,18.74,67.30,1,1,1
24,32,410.23,439.91,147.73,392.05,1,1,1
24,41,886.15,452.82,23.94,48.59,1,1,1
24,46,851.53,459.74,17.07,46.22,1,1,1
24,47,870.21,446.54,13.69,61.84,1,1,1
24,48,705.32,467.29,210.98,601.22,1,1,1
24,50,847.04,453.35,13.00,42.26,1,1,1
25,1,1638.06,441.94,43.23,92.90,1,1,1
25,3,1573.05,438.32,77.84,174.25,1,1,1
25,5,1283.23,452.26,33.88,93.79,1,1,1
25,6,1040.30,452.74,55.22,144.28,1,1,1
25,7,1041.81,455.40,39.02,105.57,1,1,1
25,8,985.43,452.63,21.46,58.30,1,1,1
25,9,980.00,448.00,21.57,62.96,1,1,1
25,11,938.75,446.86,56.83,144.28,1,1,1
25,15,1335.85,439.62,48.45,148.81,1,1,1
25,19,902.02,453.04,43.72,137.25,1,1,1
25,25,962.36,450.12,18.94,57.51,1,1,1
25,32,415.58,440.70,149.10,390.95,1,1,1
25,41,891.02,454.13,20.87,43.93,1,1,1
25,46,853.61,457.03,16.87,49.20,1,1,1
25,47,871.49,452.81,16.67,55.42,1,1,1
25,48,715.87,468.27,210.18,603.91,1,1,1
25,50,847.99,453.36,12.75,39.26,1,1,1
26,1,1645.78,439.11,41.33,99.56,1,1,1
26,3,1589.81,456.48,67.59,165.74,1,1,1
26,5,1285.79,451.25,32.72,79.72,1,1,1
26,6,1045.52,454.85,51.87,139.18,1,1,1
26,7,1044.19,453.49,37.47,101.03,1,1,1
26,8,983.41,453.17,25.85,56.10,1,1,1
26,9,981.78,447.37,21.46,60.32,1,1,1
26,11,941.46,447.32,45.85,143.90,1,1,1
26,15,1343.00,439.61,34.78,118.36,1,1,1
26,19,902.67,449.73,44.92,141.71,1,1,1
26,25,965.55,452.10,15.76,52.94,1,1,1
26,32,421.28,439.36,148.94,396.81,1,1,1
26,41,887.03,450.77,24.62,52.31,1,1,1
26,46,853.06,450.91,19.34,58.02,1,1,1
26,47,874.05,449.09,14.71,58.18,1,1,1
26,48,725.38,467.51,212.62,611.49,1,1,1
26,50,851.34,452.94,16.04,46.52,1,1,1
27,1,1653.33,437.33,32.89,94.22,1,1,1
27,5,1287.27,448.31,34.51,85.91,1,1,1
27,6,1041.98,451.15,61.83,143.51,1,1,1
27,7,1045.02,453.05,40.00,91.51,1,1,1
27,8,984.00,450.67,27.11,56.00,1,1,1
27,9,982.74,445.94,21.57,60.15,1,1,1
27,11,942.55,448.94,57.45,141.13,1,1,1
27,15,1340.43,429.08,47.48,151.16,1,1,1
27,19,905.57,445.61,46.66,143.86,1,1,1
27,25,967.80,452.09,14.01,47.91,1,1,1
27,32,427.27,439.39,150.78,395.73,1,1,1
27,41,891.99,448.43,21.96,52.10,1,1,1
27,46,854.61,454.26,18.61,50.26,1,1,1
27,47,873.30,444.24,16.17,61.57,1,1,1
27,48,730.23,466.67,217.77,612.33,1,1,1
27,50,849.45,448.34,12.18,36.16,1,1,1
28,1,1655.61,436.10,35.12,88.29,1,1,1
28,5,1289.30,445.57,35.47,82.87,1,1,1
28,6,1047.43,447.79,58.82,145.22,1,1,1
28,7,1049.58,448.45,35.77,105.63,1,1,1
28,8,987.70,447.06,25.13,57.22,1,1,1
28,9,983.22,440.94,16.78,48.66,1,1,1
28,11,947.56,448.89,54.22,138.67,1,1,1
28,15,1346.75,427.22,41.38,165.28,1,1,1
28,19,909.31,442.91,43.32,143.32,1,1,1
28,25,968.35,450.47,14.72,42.72,1,1,1
28,32,436.67,438.89,150.00,394.44,1,1,1
28,41,891.81,447.06,24.58,55.88,1,1,1
28,46,853.22,449.22,21.39,54.96,1,1,1
28,47,877.04,439.65,13.57,62.96,1,1,1
28,48,737.02,464.85,217.98,614.15,1,1,1
28,50,852.09,445.40,10.03,30.36,1,1,1
29,1,1658.67,428.44,37.78,106.22,1,1,1
29,5,1293.59,440.67,33.15,77.99,1,1,1
29,6,1051.28,449.23,57.44,139.49,1,1,1
29,7,1051.11,444.89,36.90,93.31,1,1,1
29,8,989.30,443.85,25.67,55.08,1,1,1
29,9,983.56,436.24,16.44,50.67,1,1,1
29,11,950.97,445.16,54.84,136.13,1,1,1
29,15,1346.75,418.83,51.95,172.08,1,1,1
29,19,906.95,438.50,49.73,143.32,1,1,1
29,25,970.21,444.57,14.09,48.96,1,1,1
29,32,442.80,436.90,153.23,393.58,1,1,1
29,41,893.69,439.81,22.57,62.14,1,1,1
29,46,858.25,442.23,20.39,57.28,1,1,1
29,47,878.40,434.71,15.05,63.59,1,1,1
29,48,746.78,462.41,216.22,616.59,1,1,1
29,50,853.48,439.55,13.37,40.67,1,1,1
30,5,1295.95,437.25,32.79,75.30,1,1,1
30,6,1051.55,438.51,58.39,142.86,1,1,1
30,7,1052.92,436.96,36.42,93.70,1,1,1
30,8,989.30,440.11,22.99,55.61,1,1,1
30,9,982.66,431.37,18.45,56.09,1,1,1
30,11,953.33,441.33,54.22,133.33,1,1,1
30,15,1346.70,415.38,58.24,170.88,1,1,1
30,19,910.16,436.90,47.59,143.85,1,1,1
30,32,446.39,436.08,155.67,395.88,1,1,1
30,41,893.32,437.28,26.99,54.50,1,1,1
30,46,856.27,442.06,20.43,56.39,1,1,1
30,47,879.03,432.43,14.17,54.56,1,1,1
30,48,752.88,459.98,224.12,619.02,1,1,1
30,50,854.32,436.21,10.58,33.15,1,1,1
31,5,1298.71,427.74,35.80,100.58,1,1,1
31,6,1054.01,434.22,60.96,147.06,1,1,1
31,7,1055.87,429.55,40.26,105.93,1,1,1
31,8,993.02,437.21,23.26,51.16,1,1,1
31,9,982.67,423.56,19.56,59.56,1,1,1
31,11,955.88,441.18,52.35,128.24,1,1,1
31,15,1350.62,403.75,53.75,175.00,1,1,1
31,19,920.86,430.48,41.71,142.78,1,1,1
31,20,998.66,423.49,13.42,50.00,1,1,1
31,32,460.00,433.33,147.78,393.33,1,1,1
31,41,896.31,427.52,25.17,58.39,1,1,1
31,46,859.64,436.29,20.81,68.53,1,1,1
31,47,878.43,427.16,17.77,59.14,1,1,1
31,48,765.07,452.66,219.93,626.34,1,1,1
31,50,856.46,429.89,11.81,39.48,1,1,1
32,5,1300.00,421.77,35.42,84.50,1,1,1
32,6,1065.31,427.04,52.55,146.94,1,1,1
32,7,1057.62,425.65,40.83,96.00,1,1,1
32,8,995.88,426.47,25.29,57.06,1,1,1
32,9,986.72,418.45,15.50,49.08,1,1,1
